type,value,source,articlename
domain,alon-pinkas.com,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,amount-today-question.cyou,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,channel4uk.com,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,come-back1.store,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,direct-session.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,direct-session.space,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,downset.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,enter-direct-sesion.top,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,enter-the-online-room.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,globalobeats.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,globetest.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,going-inside-here.space,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,hosting-chat-room.xyz,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,iltv.news,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,in-direct-open.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,in-direct-open.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,indirect-session.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,invitgh.xyz,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,join-host-meet.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,joining-recording-session.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,joining-video-conference.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,joinshorturl.space,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,link-to-session.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,meast-class.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,meeting-rooms-line.website,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,meet-join-link.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,meet-room-host.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,mtsmeets.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,online-policy-stream.buzz,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,open-your-session.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,pick-seek.store,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,prove-able-leave.xyz,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,publicstore.store,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,redirectjoinclient.store,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,rtymeetsh.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,sahra-public.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,sessions-indirect.casa,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,standusdown.site,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,still-connecting.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,talk-online.pro,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,up-tolows.online,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,waiting-redirect.xyz,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,waiting-room-adjust.space,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
domain,www.alon-pinkas.com,Google TI,Phishing Kits Using Fake Media Lures Used for Credential Harvesting and Deploying TAMECAT and POWERPUG Malware.csv
