type,value,source,articlename
domain,ai-scorepredict.com,Google TI,Aye-Coruna Tracing the iOS Exploit Kit from Ukraine to Iran War Lures Validin.csv
domain,e-kflower.com,Google TI,Middle East Conflict Fuels Opportunistic Cyber Attacks.csv
domain,infotrackerstatistic.live,Google TI,Russian Campaign Targets Ukraine with BadPaw and MeowMeow Malware.csv
domain,moonzonet.com,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
domain,serialmenot.com,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
domain,uppdatefile.com,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
domain,virtualdailyplanner.pro,Google TI,Russian Campaign Targets Ukraine with BadPaw and MeowMeow Malware.csv
hash_md5,117cf11f831bf97445383a9df11ab95c,Threatview,Threatview
hash_md5,1d74e5dc6f38931c7b7f69734739b603,Threatview,Threatview
hash_md5,20645214ed1106829d456ff52ed2e537,Threatview,Threatview
hash_md5,2115e69f71d9f51a6c6c2effdaee2df2,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,29953b2e46aeaf0157d487c13c4a0643,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,2b9bfc5f9bc639e27e2a61ed5d2d5005,Threatview,Threatview
hash_md5,3962bfa78c7acd8d85b3700e99ae8d24,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,3ba252288bde5cd59db0903b26edecd2,Threatview,Threatview
hash_md5,3f97f2a6766543f89e9400d3b429111a,Threatview,Threatview
hash_md5,41c19fc6c8a8687988f28fc487048bf3,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,422bf81af2f0e461ede2020648217e16,Threatview,Threatview
hash_md5,439c0a0a46627bd166e08436f383ad56,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,43d0eb5f6a992002e6a62dcac4a2e5e5,Threatview,Threatview
hash_md5,469830227a8a7684af22d42a96610053,Threatview,Threatview
hash_md5,4860758863fd040a8c809ce53cb7fb37,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,4b253e532bc54f8eb155bf8fd64db3c9,Threatview,Threatview
hash_md5,4b8de8b9779a0c0b7acbde5d8e066369,Threatview,Threatview
hash_md5,4cfa5db4226278154c89e8f42be0ceff,Threatview,Threatview
hash_md5,50bb96874a06590ac6597cb6d244bbdf,Threatview,Threatview
hash_md5,56a4b425aba37ef886bdfbd8343a1bd5,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,591aae15106147bdb5bc7b26049b943f,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,5c057af2f358fc10107d5ccdb39938ad,Google TI,Seedworm Targets US and Israeli Sectors with Custom Backdoors Dindoor and Fakeset.csv
hash_md5,5e5e0e2d96ae8c193ee30c8ad484e5cf,Threatview,Threatview
hash_md5,61fb80fc7ff2dceedb46f88d9d2599e2,Threatview,Threatview
