type,value,source,articlename
domain,allmanualsreader.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,anyproductmanual.com,Mandiant,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.42a2hudcuvftqlmit2.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.70auafupm65nqe3fgu.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.85etpt40zf7ht4yd1u.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.a0gqe1qgc42f7tznem.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.b7veke4i01.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.bsztnpu89gqd53yh5k.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.d15w65aql3qzgykf4t.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.g7dcfepqw0iomnin93.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.h06bwr0wg9iyy8ygl0.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.k2ioeasm874fnacr9x.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.meg7xqos0m7h9urhr0.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.mxpanel.com,Mandiant,Campaign 25.062 Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
