type,value,source,articlename
domain,api.tikavodot.co.il,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,checkmarx.zone,Google TI,Weaponizing the Protectors TeamPCP’s Multi-Stage Supply Chain Attack on Security Infrastructure.csv
domain,cipheredge.pro,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,codefusiontech.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,codeviewer-fawn.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,coreviewer.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,editorsettings.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,fliqr.codes,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,israel2025.egnyte.com,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,isvalid-regions.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,jerryfox-platform.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,jerusalemsolutions.com,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,jwt-alpha-woad.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,lackservice.short.gy,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,magicallyday.com,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,maxisteq.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,miniquest.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,models.litellm.cloud,Google TI,Weaponizing the Protectors TeamPCP’s Multi-Stage Supply Chain Attack on Security Infrastructure.csv
domain,moodleuni.com,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,netivtech.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,onehub.com,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,pesncv.short.gy,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,pharmacynod.com,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,photosjournalism.com,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,promoverse.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,regioncheck.xyz,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,scan.aquasecurtiy.org,Google TI,Weaponizing the Protectors TeamPCP’s Multi-Stage Supply Chain Attack on Security Infrastructure.csv
domain,screenai.online,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,sfrclak.com,Google TI,Axios supply chain attack chops away at npm trust.csv
domain,spaziogroup.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,stratioai.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,support.micsoft.store,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,tailwind-version-4.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,tailwind-version-four.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,task-hrec.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,thopywork.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,trahum.org,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools.csv
domain,vioa-ext.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-bootstrapper.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscodeconfig.com,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-config-settings.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-extension-260120.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-extensions-bootstrap.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-helper-132.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-helper171.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-helper171-ruby.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-load.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-load-config.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-load-two.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-settings-bootstrap.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-settings-config.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscodesettingstask.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
domain,vscode-toolkit-bootstrap.vercel.app,Google TI,Suspected DPRK Threat Actor Leverages Malicious GitHub Repositories to Deliver BEAVERTAIL.csv
