"type","value","source","articlename"
"domain","securityverifservice.com","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","overtimeforus.com","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"url","https://securityverifservice.com/","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"url","https://bestieslos.com/70.ms","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"url","https://overtimeforus.com/pols","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","bestieslos.combestieslos.com","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","serviceindustrverif.com","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","qq525f.short.gy","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","qq51f.short.gy","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","kdfmmikfkafjikmfikfjhm.com","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"url","https://serviceindustrverif.com","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"url","https://qq525f.short.gy/1","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","bestieslos.com","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"url","https://qq51f.short.gy/1","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"url","https://ownlifeforyouwithme.com/plo","Mandiant","Campaign 25.018 Suspected Financially Motivated Actor Uses Fake reCAPTCHAs to Distribute Malware.csv"
"domain","mffaccessories.com","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"domain","quickauto24.com","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"domain","terrenalia.com","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"ip","77.83.199.15","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"ip","83.229.17.68","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"ip","94.158.245.66","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","08d53fe8aa24042ac33bcab7b551acd7","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","15e98220f0dac40ea847e17b50881889","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","20551e7967de983821160d1bba7a95e9","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","2c8b356bcf69eeb102ed8940fb9ac155","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","4826f3241ff5a3ff4b4308767d313f1a","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","4bc739198faeff3e85a57d45695fb5e2","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","5b114b704e5d5257f9ef03579fca31cf","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","75a0f4d51b41303e28cb7994b07ab9a8","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","9afed4779ae52ad2f549f7735c969107","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","b72621a86d35daf99d963ffd13206315","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","f044cd47a414be78823e34cb9675d2c6","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","f9325042cf299274fba9ab87d7f364be","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","http://terrenalia.com/Trust.zip?%26file=7000","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://mffaccessories.com/files.zip","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://quickauto24.com/Trust.zip","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://terrenalia.com/Trust.zip","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://terrenalia.com/Trust.zip?&file=5737","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://terrenalia.com/Trust.zip?&file=6207","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://terrenalia.com/Trust.zip?&file=6969","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://terrenalia.com/Woot.zip","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://terrenalia.com/trust.zip","Mandiant","Financially Motivated Threat Actor Distributes NETSUPPORT via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","dd7fa15e22c739c63a092bee501ddc33","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"domain","authorisev.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","contemteny.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","dilemmadu.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","faulteyotk.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","goalyfeastz.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","opposezmny.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","seallysl.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","securityverifservice.com","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"domain","servicedny.site","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
"url","https://securityverifservice.com/","Mandiant","Multiple Threat Actors Using ClickFix Technique to Distribute Malware.csv"
