"type","value","source","articlename"
"domain","cellinifurniture.com","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"domain","ensmingers.com","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"domain","leftykreh.com","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"domain","live-microsoft-dns.live","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"domain","slappdefense.com","Mandiant","Distribution Threat Cluster Update.csv"
"domain","swedrent.com","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"domain","tcibrand.com","Mandiant","Distribution Threat Cluster Update.csv"
"domain","vnnemdruo.com","Mandiant","Distribution Threat Cluster Update.csv"
"hash_md5","03465ea2834120ff0d7111d3ac5f8822","Extracted","Threatview"
"hash_md5","052ccea827b5a17662e402464932728c","Mandiant","Distribution Threat Cluster Update.csv"
"hash_md5","25595588106848b2054497ceba1a2d66","Mandiant","Campaign 25.037.csv"
"hash_md5","275f14fa76a91da1404e5231a4d003ba","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","2acfc2dbf0c11f1c2ee347dab9f14dc1","Extracted","Threatview"
"hash_md5","3fe7706fdd08805357215a9e1ac8563f","Threatview","Threatview"
"hash_md5","488570af25f908e907c9732aae632b0f","Mandiant","Campaign 25.037.csv"
"hash_md5","60895bbfd40b902513afda50b28e80da","Mandiant","Campaign 25.037.csv"
"hash_md5","640b240bf39da34dcfddf1be94593276","Threatview","Threatview"
"hash_md5","721978ba9a1442fd57498efa85df75f2","Extracted","Threatview"
"hash_md5","749c81b1bf12b168c4311724dcb5fa46","Extracted","Threatview"
"hash_md5","8190ebbebf7ae41041fc96b14774833c","Extracted","Threatview"
"hash_md5","889176f8b6c132d9329e804fde295ddd","Mandiant","Campaign 25.037.csv"
"hash_md5","9a0470c56c4c1c115300726c7124a8f1","Threatview","Threatview"
"hash_md5","a691e976d2dbe3387cb95c1f2bfab5ab","Mandiant","UNC6085 BEEPFREEZE Wiper Identified.csv"
"hash_md5","b4d4e2607e3d32259352b2a02e70666e","Threatview","Threatview"
"hash_md5","b583d2d1bd165d370f0a4110c5c65b1c","Mandiant","Distribution Threat Cluster Update.csv"
"hash_md5","c26c82c9d454acb328d252c3eb9d9123","Threatview","Threatview"
"hash_md5","c3dade636f7398c6de4c8008b33de872","Threatview","Threatview"
"hash_md5","c48ac1dc9e8b67b052e76abf2b2615c3","Mandiant","Campaign 25.037.csv"
"hash_md5","c5b228dfde1d841bf6dd94051da71356","Extracted","Threatview"
"hash_md5","dd7fa15e22c739c63a092bee501ddc33","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"hash_md5","e3ec618a6788dbc4470863c30416b6cd","Mandiant","Campaign 25.037.csv"
"ip","216.245.184.162","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"url","http://dl.dropboxusercontent.com/scl/fi/de03zuqqcjnvlaf7gr7qa/rt.txt?rlkey=xipad3pyl5tj19q5lw4ui67rt&st=ojtsf13d&dl=0","Mandiant","Campaign 25.037.csv"
"url","http://dl.dropboxusercontent.com:443/scl/fi/de03zuqqcjnvlaf7gr7qa/RT.txt","Mandiant","Campaign 25.037.csv"
"url","https://cutt.ly/XrEICrwo","Mandiant","Distribution Threat Cluster Update.csv"
"url","https://dl.dropboxusercontent.com/scl/fi/de03zuqqcjnvlaf7gr7qa/","Mandiant","Campaign 25.037.csv"
"url","https://dl.dropboxusercontent.com/scl/fi/de03zuqqcjnvlaf7gr7qa/RT.txt","Mandiant","Campaign 25.037.csv"
"url","https://dl.dropboxusercontent.com/scl/fi/de03zuqqcjnvlaf7gr7qa/RT.txt?rlkey=stklcvlucvm6b7rm1cvdr1b45","Mandiant","Campaign 25.037.csv"
"url","https://dl.dropboxusercontent.com/scl/fi/de03zuqqcjnvlaf7gr7qa/RT.txt?rlkey=stklcvlucvm6b7rm1cvdr1b45&amp","Mandiant","Campaign 25.037.csv"
"url","https://dl.dropboxusercontent.com/scl/fi/de03zuqqcjnvlaf7gr7qa/RT.txt?rlkey=xipad3pyl5tj19q5lw4ui67rt&st=ojtsf13d&dl=0","Mandiant","Campaign 25.037.csv"
"url","https://dl.dropboxusercontent.com/scl/fi/de03zuqqcjnvlaf7gr7qa/RT.txt?rlkey=ymygv5am154yowjiuywrumxgz&st=ojtsf13d&dl=0","Mandiant","Campaign 25.037.csv"
"url","https://eventsmicrosoft.live/EtEG56OUg2V","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://leftykreh.com/stat.php","Mandiant","Financially Motivated Threat Actor Distributes Several Payloads via Drive-By Downloads of Fake Browser Updates.csv"
"url","https://slappdefense.com/get/install.sh","Mandiant","Distribution Threat Cluster Update.csv"
"url","https://slappdefense.com/get/update","Mandiant","Distribution Threat Cluster Update.csv"
"url","https://tcibrand.com/get2.php","Mandiant","Distribution Threat Cluster Update.csv"
"url","https://vnnemdruo.com/","Mandiant","Distribution Threat Cluster Update.csv"
,,,
