type,value,source,articlename
domain,api.clearit.sbs,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,api.flashstore.sbs,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,bots.autoupdate.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,botsc.autoupdate.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,check.datatabletemplate.shop,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,chkactive.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,cloud-server.store,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,dataupload.store,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,download.datatabletemplate.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,download.face-online.world,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,file-server.store,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,first.system-update.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,firstfromsep.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,flashserve.store,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,gj23j4jg.google-firebase.digital,Mandiant,'Herodotus' Android Trojan Mimics Human Sluggishness.csv
domain,image-support.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,instant-update.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,metamask.awaitingfor.site,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,pre.alwayswait.site,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,readysafe.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,real-update.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,root.chkstate.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,root.security-update.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,safefor.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,safeup.store,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,safeupload.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,second.awaitingfor.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,second.systemupdate.cloud,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,secondshop.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,secondshop.store,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,signsafe.xyz,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,system.updatecheck.store,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,urgent-update.cloud,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,web.commoncome.online,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,web071zoom.us,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
domain,writeup.live,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,08714167a191cc5cf57a2cf11767c861,Threatview,Threatview
hash_md5,389447013870120775556bb4519dba97,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,60bfe4f378e9f5a84183ac505a032228,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,6422795a6df10c45c1006f92d686ee7e,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,693745cff2bef06c58f6af649969cd9c,Extracted,Threatview
hash_md5,7f94ed2d5f566c12de5ebe4b5e3d8aa3,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,931cec3c80c78d233e3602a042a2e71b,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,9551b4af789b2db563f9452eaf46b6aa,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,963f473f1734d8b3fbb8c9a227c06d07,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,a26f2b97ca4e2b4b5d58933900f02131,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,c42c7a2ea1c2f00dddb0cc4c8bfb5bcf,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,e33f942cf1479ca8530a916868bad954,Mandiant,Researchers Expose GhostCall and GhostHire BlueNoroff's New Malware Chains.csv
hash_md5,e6286f82fd32f5a9baf88eb256c17694,Threatview,Threatview
hash_md5,f4bf4b5c581d4d2fae8ac6d8e8ea7310,Threatview,Threatview
hash_sha256,0402816f3934e80e07eaedbad54cdec5430a3e42f4160b78b26bc27b48c5c5d8,Threatview,Threatview
hash_sha256,376856afa1fbb89426d78f35a22816dc5ad8ff78810420046076a87caf3b0691,Threatview,Threatview
hash_sha256,569b815d15a61de542fcdd583d3c1a280860a87ae20aa5062cc8638451a5eb7e,Extracted,Threatview
