"type","value","source","articlename"
"hash_md5","de4bf7af4195667a6710f7ad56bf52c0","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","da8b74efc6f4ff7491829c6745da220c","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","688c01c49525df877d4bc28aa534d31d","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","09b740bb082b465fcc9f8a7766984317","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","f91705e56983ba3c3cd940d62bc2ed35","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","dee8d82d931f91d94086dc3d8e56394f","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","aef72f5dcdf97aa2970a76ababe6b640","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","6d23b468ea963bfa21a29891217d6a86","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"hash_md5","15ecd6b5a2df7ccabbab3cd3b42c443d","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"ip","80.66.88.67","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"domain","cloudmediaportal.com","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"domain","njala.dev","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"ip","165.227.148.68","Mandiant","COLDRIVER Using New Malware to Steal Documents from Western Targets and NGOs.csv"
"url","https://online.da.mfa.gov.ua/getcookie?","Mandiant","Hello Zero-Days My Old Friend, I've Come to Review You Again (in 2024).csv"
"domain","schema.postman.sh","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"domain","savooks.com","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"url","https://social.zerotier.app:443/agent.ashx","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","edbf2ca4426193397d03c514c544e2ec","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","ebd96cf97f93e62210fe4d928c49464c","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","e736229e890a138ccf7810e00a6bb50d","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","d28484f61fed7c74cd827fbff5e19a10","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"domain","cluster.amazonaws.work","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","cfb5d8f97413555f7f0f5d6b79829b26","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"domain","cdn.gupdate.net","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","bc8c329d0308054d31b92a88773e73e9","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","ae1cab1ae3d953debd6baa08dc7db135","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","9e7f2b5e0c5b164f2c62b412a9a91cbc","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","9dcf203b7d87698d678cf9df42ab4ac0","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","96e9c42a4fbed23d5ecb0990e19a3655","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","923cefd8623c495b31415e0775c099c2","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","91f0b59330804f3d912125c0d54e06d9","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","68918ec24ca3f83da95fbca357e548a0","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","6445cddd5284516b192330a2805606de","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"ip","64.176.165.17","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","59f636854f5a511945eb4870cce6a85b","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","56401106c49609c526e218a4a4103fee","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","48274e0b14ce2fbea39bbb98d7c8d495","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"hash_md5","45b938eb6fe46d9faa2e9d469a86cd0f","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
"ip","45.66.249.200","Mandiant","Iranian Hackers Maintain 2-Year Access to Middle East CNI via VPN Flaws and Malware.csv"
