type,value,source,articlename
domain,aecidiabi.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,ardotcharleybuking.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,asionamedrafter.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,azahabi.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,buzzwellcatering.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,chickpeachix.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,clientpilotclosers.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,drivelivelime.com,Google TI,UAT-8302 Cyber Espionage Operations Target Global Governments.csv
domain,farrdigital.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,feiyuwei.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,foliclesalonandspa.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,gitenter.digital,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,legalbriefgenerator.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,lfumachineworks.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,msiidentity.com,Google TI,UAT-8302 Cyber Espionage Operations Target Global Governments.csv
domain,noellepullin.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,rosrefurboss.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,sumgifaluis.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,timeofoffer.com,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
domain,trafficmanagerupdate.com,Google TI,UAT-8302 Cyber Espionage Operations Target Global Governments.csv
hash_md5,35bea24db73d82aaf591839916f53a67,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,3b67ea25fe8336d31ff480af4c857615,Threatview,Threatview
hash_md5,4012a64b71907f070b2f8a25ff50d310,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,42b072b8cc6a9ce42b39a25ac39cb7e7,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_md5,584c90afba79826a05fc7a6a22236eee,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,5fafe2596f748f5c1e3ea48395ec01b3,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,6bb053ca180dcbc3e1d37b2e6ec1cdf1,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,8a94fe218e7970839b83b53a824ebc47,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,98bf685957bc56dd5c364c62b88aaade,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_md5,a0f6347cd5b101f1cd2e5a7f50c23bea,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_md5,bca4cac80c436e813d93eba1b25257d0,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,d0abd35726ec0ce3934f7c8ea793deaf,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_md5,dee823048e88af86ae251242ce0de3cc,Threatview,Threatview
hash_md5,dfacbcf7ef2a3080f9cd785329e7896b,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_md5,e9df9fe7c5f9185c420974b6c31025d5,Threatview,Threatview
hash_md5,ef5b753e5a2118d18c5e809c3d159a35,Threatview,Threatview
hash_md5,f84767cc91e09f6f10b1090d956ef6ba,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_sha1,0f8c59456182e706d15c5576da75fb6d31b0a0b0,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha1,17017d7e4038e000f13a7bcd4b4b0aa608ca3604,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha1,332c74df42c3121f65e88219ad10877c79d0ec3b,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha1,4190477e5d1c5173ed294b95b285fbc7b0feaff1,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha1,6a97a7e0b8970f9015838d466a957a59a05fb11d,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_sha1,8466aac48f700e58d93f07664a6e6fe9012a63e7,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha1,8a62311ed4c531989c1826c1eed419c75bd1d59b,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_sha1,932f33336632a388c2d2cfb0560c7730361d7203,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha1,96ad2f7ad615d80fc37678ba3e4193caf7cc807b,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha1,fd8a225a54689f1fa5f53bfd75d1e08881e75bee,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,01914660a0d11ef40e0d4bb43dad84716a9ac859097d73bfd15d66bab8f33b7d,Threatview,Threatview
hash_sha256,073eb2fb4cb1cdbc14c435028dfd04ca631dac4d713b1bfce573f84e90757d37,Threatview,Threatview
hash_sha256,12169c59554eecf22f875ffe86fafcbf51e1b901859553f6eb38a4591bfbee14,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,1706da372629c3e4e840eedd50ee85480105d9bd615c42119ad2638b1751b432,Threatview,Threatview
hash_sha256,298f59d1f3b905563e7c5830911b11607583c0cad4a539ac4c6bdbfe4a1356c6,Threatview,Threatview
hash_sha256,31a07aafcdf86efc73e5b81aad97784496fc90669bb528fd1af80b65c0e65c23,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,431c46f328678dfc918290cafbaa06957cf5c7183ead31352b22ec987ee5aa17,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,4a3e9f6b214effe5028a0bf36776190916621fd7977bf3720cb6ead34d9ee20d,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,59ed600b44adc7cb5ac2156e4ff683a7d04ca6ef097678d625764efc2965d0f0,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,5a1c14335d0a8b007ff2813e6ef738e8836be38257cc82fe03c02b71d71e1b01,Threatview,Threatview
hash_sha256,5a6636ce490789d7f26aaa86e50bd65c7330f8e6a7c32418740c1d009fb12ef3,Threatview,Threatview
hash_sha256,5b5a306e93a17a7edba89301717e304f72134cc5bfd900c4bf8fc2ea617fabdf,Threatview,Threatview
hash_sha256,5fdbee7aa7ba6a5026855a35a9fe075967341017d3cb932e736a12dd00ed590a,Threatview,Threatview
hash_sha256,644dac24ab7b803065c9bf607a6bf5971f0e5f1c8175420301dcd701004a8ac0,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_sha256,657fc81f9e5130d048d7a8c23e69c0b2959b88363571b2983fcc5632d376548c,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,77a60b5c443f011dc67ace877f5b2ad7773501f3d82481db7f4a5238cf895f80,Threatview,Threatview
hash_sha256,79dc71be78ad292c97959ab88767d548c625295070d67d944a56c05e7a4b79c1,Google TI,Actor of Unknown Motivations Leverages ClickFix Phishing Lures to Target Multiple Organizations.csv
hash_sha256,7ac1cb59cf1d5167b4f545c5a49f1c3db71493b448bd81a9a7ad7e25dcd7b943,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
hash_sha256,7b9bc777d55172763d6c772c3f429cee7856d529a53dce22f61301b6817c3672,Google TI,Suspected DPRK-Nexus Actor Leverages Political Lures in Phishing Campaign Targeting Embassies in South Korea for Data Exfiltration.csv
